  1.00000E-02  1.05326E+01  3.43775E+02  5.72958E+01  3.35265E+00  3.53122E+01  3.46184E+00  8.00000E+00  0.00000E+00 -1.95683E+01 -3.89662E-01 -1.24782E-01 -1.57516E+00 -6.89286E+01 -1.54025E-03 -1.32844E+00 -4.90786E-03  9.73349E+00 -8.18212E-05  1.87038E-05 -1.07950E+00  1.02588E-03  1.82141E-05 -3.08600E+01 -5.61683E-04 -1.45267E-05 -3.00000E+01  0.00000E+00  1.45668E+01  2.05126E+00
  2.00000E-02  4.33447E+00  3.43775E+02  5.72958E+01  4.66998E+00  2.02418E+01  4.42668E+00  8.00000E+00  0.00000E+00 -2.10409E+01 -1.39750E-01  5.49919E+00 -3.47010E+00 -1.25855E+02 -3.88800E-01 -1.65552E+00 -8.51997E-03  9.69143E+00  1.93715E-04  5.52987E-05 -1.07950E+00 -3.25506E-05  6.93214E-05 -3.08600E+01  5.35249E-04 -2.44144E-05 -3.00000E+01  0.00000E+00  1.36178E+01  1.99999E+00
  3.00000E-02  4.09534E+00  3.43775E+02  5.72958E+01  6.21991E+00  2.54727E+01  5.77392E+00  8.00000E+00  0.00000E+00 -2.93890E+01  3.95820E-01  7.45736E+00 -5.63973E+00 -1.44365E+02 -4.60843E-01 -1.78415E+00 -3.65786E-03  9.67570E+00 -2.75701E-04  5.30670E-05 -1.07950E+00  2.24869E-03  1.37318E-04 -3.08600E+01  2.87339E-04  4.04935E-05 -3.00000E+01  0.00000E+00  1.16615E+01  2.04689E+00
  4.00000E-02  9.86235E+00  3.43775E+02  5.72958E+01  7.84006E+00  7.73214E+01  7.47691E+00  8.00000E+00  0.00000E+00 -4.34895E+01  6.15944E-01  1.29317E+00 -6.27150E+00 -1.98321E+02 -1.46384E+00 -1.96844E+00  4.29323E-03  9.64686E+00  1.06903E-04  3.18364E-05 -1.07950E+00  2.34647E-03  2.30796E-04 -3.08600E+01  1.68843E-04  1.72238E-04 -3.00000E+01  0.00000E+00  9.39203E+00  1.94540E+00
  5.00000E-02  2.05132E+00  3.43775E+02  5.72958E+01  9.27124E+00  1.90183E+01  9.37994E+00  8.00000E+00  0.00000E+00 -3.39534E+01  1.83275E+00  8.93061E+00 -8.47664E+00 -2.01143E+02 -1.06417E+00 -2.07775E+00  1.35891E-02  9.63165E+00  2.86860E-04  2.29323E-05 -1.07950E+00  1.98159E-03  3.67137E-04 -3.08600E+01  1.88743E-03  2.98069E-04 -3.00000E+01  0.00000E+00  8.06019E+00  2.04084E+00
  6.00000E-02  8.36215E+00  3.43775E+02  5.72958E+01  1.03714E+01  8.67271E+01  1.15008E+01  8.00000E+00  0.00000E+00 -4.98935E+01  1.82184E+00  2.89631E+01 -9.42851E+00 -1.93655E+02 -1.52773E+00 -2.02254E+00  2.90455E-02  9.65114E+00 -6.33872E-04  6.14226E-05 -1.07950E+00  4.50373E-03  5.15599E-04 -3.08600E+01  1.34402E-03  3.97661E-04 -3.00000E+01  0.00000E+00  6.11779E+00  2.18558E+00
  7.00000E-02  5.77938E+00  3.43775E+02  5.72958E+01  1.04034E+01  6.01253E+01  1.31084E+01  8.00000E+00  0.00000E+00 -4.53539E+01  1.26987E+00  9.94714E+00 -9.81581E+00 -2.08071E+02 -1.45376E+00 -2.02402E+00  4.15140E-02  9.64982E+00  6.98447E-04  6.11082E-05 -1.07950E+00  2.72934E-03  6.18040E-04 -3.08600E+01  1.59469E-03  4.85685E-04 -3.00000E+01  0.00000E+00  4.93395E+00  2.06775E+00
  8.00000E-02  4.77148E+00  3.43774E+02  5.72957E+01  1.01166E+01  4.82713E+01  1.46488E+01  8.00000E+00  0.00000E+00 -3.64600E+01  2.90051E+00  3.10045E+01 -1.38030E+01 -1.55516E+02 -4.85324E-01 -1.88013E+00  7.15272E-02  9.67753E+00 -2.54525E-04  3.03770E-05 -1.07950E+00  2.83323E-03  6.36615E-04 -3.08600E+01  2.08451E-03  5.42025E-04 -3.00000E+01  0.00000E+00  4.10542E+00  2.42329E+00
  9.00000E-02  7.86761E+00  3.43775E+02  5.72958E+01  9.03827E+00  7.11096E+01  1.53215E+01  8.00000E+00  0.00000E+00 -4.11831E+01  1.07006E+00  3.74458E+01 -1.50005E+01 -1.42423E+02 -1.33672E+00 -1.71593E+00  1.10447E-01  9.70050E+00 -3.53874E-04  5.67765E-05 -1.07950E+00  3.25001E-03  5.95320E-04 -3.08600E+01  7.37353E-04  4.92554E-04 -3.00000E+01  0.00000E+00  3.04163E+00  2.54444E+00
  1.00000E-01  4.69792E+00  3.43776E+02  5.72960E+01  7.90639E+00  3.71436E+01  1.54915E+01  8.00000E+00  0.00000E+00 -2.01662E+01  2.55954E+00  2.77824E+01 -1.58850E+01 -9.48131E+01 -1.06324E-01 -1.54989E+00  1.45284E-01  9.72131E+00  8.62361E-04  4.79524E-05 -1.07950E+00  2.34958E-04  4.94100E-04 -3.08600E+01  7.22192E-04  3.68732E-04 -3.00000E+01  0.00000E+00  2.78984E+00  2.44519E+00
